# Cash Shop catalogue, generated from Etc.wz/Commodity.img.xml
# itemId	price	count	tab	category	period	gender	name
1072230	100	1	1	0	90	2	Black Boxing Shoes
1072231	100	1	1	0	90	2	Blue Boxing Shoes
1072232	100	1	1	0	90	2	Red Boxing Shoes
5130000	100	5	1	0	90	2	Safety Charm
1001018	100	1	1	0	90	1	Lady Blue
1001019	100	1	1	0	90	1	Lady Pink
1001020	100	1	1	0	90	1	Lady Yellow
1011003	100	1	1	0	90	2	Freckles
1042039	100	1	1	0	90	2	Sky Blue Allstar
1042040	100	1	1	0	90	2	Pink Allstar
1042041	100	1	1	0	90	2	Black Allstar
1061127	100	1	1	0	90	1	Blue Diamond Bootcuts
1061128	100	1	1	0	90	1	Pink Diamond Bootcuts
1702011	100	1	1	0	90	2	Pink Toy Hammer
1112213	100	1	1	0	90	2	Gold-Yellow Quote Ring 2
5150002	100	1	1	0	90	2	Kerning City Hair Style Coupon (REG)
5160000	1000	1	1	0	90	2	Queasy
5050002	4900	1	1	0	90	2	SP Reset (2nd job)
1000018	4300	1	1	0	90	2	Kuniragi Hat
1001023	4100	1	1	0	90	2	Picnic Hat
1012006	2900	1	1	0	90	2	Trainer Bartos
1050109	3900	1	1	0	90	2	Green Picnicwear
1050110	3900	1	1	0	90	2	Sky Blue Picnicwear
1051108	4100	1	1	0	90	2	Pink Picnic Dress
1051109	4100	1	1	0	90	2	Yellow Picnic Dress
1040130	4300	1	1	0	90	2	Green Tie Casual Suit
1040131	4300	1	1	0	90	2	Pink Tie Casual Suit
1062039	2700	1	1	0	90	2	White Jeans
1072240	2300	1	1	0	90	2	Big Rabbit Feet
1702016	4100	1	1	0	90	2	Picnic Basket
5120006	3000	11	1	0	90	2	Sprinkled Flower Petals
5000002	4900	1	1	0	0	2	Pink Bunny
5000005	4900	1	1	0	0	2	White Bunny
1802004	2100	1	1	0	90	2	Pink Laced Cap
1802005	2100	1	1	0	90	2	Sky Blue Laced Cap
1002197	3700	1	1	0	90	2	Red Baseball Helmet
1002199	3700	1	1	0	90	2	Black Baseball Helmet
1002196	3700	1	1	0	90	2	Blue Baseball Helmet
1002198	3700	1	1	0	90	2	Indigo Baseball Helmet
1051110	4100	1	1	0	90	2	Purple Frill One Piece
1051111	4100	1	1	0	90	2	Blue Frill One Piece
1042009	2300	1	1	0	90	2	Baseball Shirt (Home)
1042010	2300	1	1	0	90	2	Baseball Shirt (Away)
1042008	2300	1	1	0	90	2	Wildcats Baseball Shirt (Basic)
1042011	2300	1	1	0	90	2	Wildcats Baseball Shirt (Alternate)
1040129	4700	1	1	0	90	2	Red Casual Suit
1062012	1800	1	1	0	90	2	Baseball Pants (Home)
1062013	1800	1	1	0	90	2	Baseball Pants (Away)
1062011	1800	1	1	0	90	2	Wildcats Baseball Pants (Basic)
1062014	1800	1	1	0	90	2	Wildcats Baseball Pants (Alternate)
1062040	2700	1	1	0	90	2	Washed Denim Cargos
1072099	2300	1	1	0	90	2	Red Baseball Cleats
1072100	2300	1	1	0	90	2	Black Baseball Cleats
1072098	2300	1	1	0	90	2	Blue Baseball Cleats
1082057	2400	1	1	0	90	2	Brown Baseball Glove
1082058	2400	1	1	0	90	2	Blue Baseball Glove
5040000	2500	6	1	0	90	2	The Teleport Rock
1002260	4300	1	1	0	90	2	Yellow Trucker Hat
1002263	4300	1	1	0	90	2	Green Trucker Hat
1032029	3300	1	1	0	90	2	Silver Earrings
1042046	4900	1	1	0	90	2	White Casual Suit
1062041	2700	1	1	0	90	2	Denim Cargos
1072235	1800	1	1	0	90	2	Slime Slippers
1102020	3700	1	1	0	90	2	Turtle Shell
5160006	1000	1	1	0	90	2	Sparkling Eyes
1002261	4300	1	1	0	90	2	Blue Trucker Hat
1002262	4300	1	1	0	90	2	Red Trucker Hat
1041001	3700	1	1	0	90	2	Blue Sailor Shirt
1041009	3700	1	1	0	90	2	Red Sailor Shirt
1041071	1200	1	1	0	90	2	Yellow Mimi Blouse
1041070	1200	1	1	0	90	2	Sky Blue Mimi Blouse
1061001	2100	1	1	0	90	2	24 Hr Mobile Store
1061007	2100	1	1	0	90	2	Crumbling Statue
1071000	1800	1	1	0	90	2	Blue Loose Sox
1071001	1800	1	1	0	90	2	Red Loose Sox
1072234	1800	1	1	0	90	2	Bubbling Slippers
1702014	4100	1	1	0	90	2	Toy Rifle
5050003	9300	1	1	0	90	2	SP Reset (3rd job)
9101148	10400	1	1	0	90	2	
9101149	10400	1	1	0	90	2	
9101150	6100	1	1	0	90	2	
9101151	9200	1	1	0	90	2	
9101152	9200	1	1	0	90	2	
9101153	9200	1	1	0	90	2	
9101154	7700	1	1	0	90	2	
9101155	7700	1	1	0	90	2	
9101156	7700	1	1	0	90	2	
9101157	7300	1	1	0	90	2	
9101158	7300	1	1	0	90	2	
9101159	7300	1	1	0	90	2	
9101160	7300	1	1	0	90	2	
5072000	13000	13	1	0	90	2	Super Megaphone
1010001	2400	1	1	0	90	2	Rainbow Street : Amherst Weapon Store
1040056	1600	1	1	0	90	2	Original Disco Shirt
1040054	1600	1	1	0	90	2	Green Disco Shirt
1040055	1600	1	1	0	90	2	Orange Disco Shirt
1060047	1300	1	1	0	90	2	Original Disco Pants
1060049	1300	1	1	0	90	2	Blue Disco Pants
1060048	1300	1	1	0	90	2	Green Disco Pants
1072233	2300	1	1	0	90	2	Bear Shoes
1702009	4300	1	1	0	90	2	Tiger Paw
1102045	4300	1	1	0	90	2	Blue G-Wing Jetpack
5120001	3000	11	1	0	90	2	Cellion
5140004	3600	1	1	0	90	2	Spring Store Permit (SE)
1002291	3900	1	1	0	90	2	Starred Hunting Hat
1042031	1200	1	1	0	90	2	O. Mushroom T-Shirt
1042029	1200	1	1	0	90	2	Octopus T-Shirt
1702002	3700	1	1	0	90	2	Wooden Slingshot
1702003	3700	1	1	0	90	2	Plastic Slingshot
1102044	4300	1	1	0	90	2	Red G-Wing Jetpack
5160007	1000	1	1	0	90	2	Flaming
5000007	5700	1	1	0	0	2	Black Pig
1802013	2400	1	1	0	90	2	Red Scarf
1002420	4100	1	1	0	90	2	Biker Bandana
1042026	2700	1	1	0	90	2	Flowery Dress Shirt
1040001	3700	1	1	0	90	2	Mike
1060001	2100	1	1	0	90	2	Black Suit Pants
1702018	4100	1	1	0	90	2	Vanilla Ice Cream
1112216	4500	1	1	0	90	2	Kitty Quote Ring
1102006	3900	1	1	0	90	2	Kinu
5160010	1000	1	1	0	90	2	Whoa Whoa
1002447	4100	1	1	0	90	2	Rolled Towel
1022041	4000	1	1	0	90	2	Cyclist Shades
1040127	3100	1	1	0	90	2	Blue Heart Tanktop
1041127	3100	1	1	0	90	2	Heart Sleeveless
1062031	1800	1	1	0	90	2	Checkered Shorts
1702028	4100	1	1	0	90	2	Donut
5000008	5900	1	1	0	0	2	Panda
1002309	2700	1	1	0	90	2	Watermelon Hat
1002310	2700	1	1	0	90	2	Flower Crown
1002315	3100	1	1	0	90	2	Red Straw Hat
1002316	3100	1	1	0	90	2	Blue Straw Hat
1040128	3100	1	1	0	90	2	Blue Line Tanktop
1041128	3100	1	1	0	90	2	Cross Sleeveless
1042042	4100	1	1	0	90	2	White Hooded Vest
1060116	2700	1	1	0	90	2	Military Cargo Shorts
1112215	4500	1	1	0	90	2	BlueMarine Quote Ring
5140001	3600	1	1	0	90	2	Summer Store Permit(SE)
9101182	11400	1	1	0	90	2	
9101183	11700	1	1	0	90	2	
9101131	8000	1	1	0	90	2	
1062015	1000	1	1	0	90	2	Ripped Jeans
1002220	1000	1	1	0	90	2	Black Slanted Visor
1050041	1000	1	1	0	90	2	Blue Swimming Trunk
1112107	1000	1	1	0	90	2	Skull Label Ring
1042002	1000	1	1	0	90	2	Red Hooded Vest
1002342	1000	1	1	0	90	2	Olive Beanie
1112115	1000	1	1	0	90	2	MapleBowl Label Ring
1022017	1000	1	1	0	90	2	Purple Aviator Shades
1112202	1000	1	1	0	90	2	Blue Quote Ring
1000007	2700	1	1	0	90	2	Hat of Death
1000009	2900	1	1	0	90	2	Mesoranger Red Helmet
1000010	2900	1	1	0	90	2	Mesoranger Blue Helmet
1000011	2900	1	1	0	90	2	Mesoranger Green Helmet
1000012	2900	1	1	0	90	2	Mesoranger Black Helmet
1001014	2900	1	1	0	90	2	Mesoranger Pink Helmet
1001015	2900	1	1	0	90	2	Mesoranger Yellow Helmet
1001016	2900	1	1	0	90	2	Mesoranger Black Helmet
1012033	1300	1	1	0	90	2	England Face Painting
1012034	1300	1	1	0	90	2	Tri-color Paint (France)
1012035	1300	1	1	0	90	2	Brazillian Paint (Brazil)
1012036	1300	1	1	0	90	2	Bundes Paint (Germany)
1012037	1300	1	1	0	90	2	Armillary Shield Paint (Portugal)
1012038	1300	1	1	0	90	2	Rising Sun Paint (Japan)
1012039	1300	1	1	0	90	2	Taegeuk Paint (Korea)
1012041	1300	1	1	0	90	2	Star Spangled Paint (USA)
1012042	1300	1	1	0	90	2	Aztec Paint (Mexico)
1012043	1300	1	1	0	90	2	Australia Face Painting
1050079	3500	1	1	0	90	2	Black Coat of Death
1052057	2400	1	1	0	90	2	Soccer Uniform(No.7)
1052058	2400	1	1	0	90	2	Soccer Uniform(No.10)
1052059	2400	1	1	0	90	2	Soccer Uniform(No.14)
1052060	2400	1	1	0	90	2	England Soccer Uniform(No.8)
1052061	2400	1	1	0	90	2	Brazil Soccer Uniform(No.9)
1052062	2400	1	1	0	90	2	France Soccer Uniform(No.10)
1052063	2400	1	1	0	90	2	USA Soccer Uniform(No.17)
1052064	2400	1	1	0	90	2	Soccer Uniform(No.4)
1052065	2400	1	1	0	90	2	Soccer Uniform(No.21)
1052066	2400	1	1	0	90	2	Mexico Soccer Uniform(No.9)
1050084	3700	1	1	0	90	2	Red Mesoranger
1050085	3700	1	1	0	90	2	Blue Mesoranger
1050086	3700	1	1	0	90	2	Mesoranger Green
1050087	3700	1	1	0	90	2	Black Mesoranger
1051087	3700	1	1	0	90	2	Pink Mesoranger
1051088	3700	1	1	0	90	2	Yellow Mesoranger
1051089	3700	1	1	0	90	2	Black Mesoranger
1041090	2100	1	1	0	90	2	Pink Top
1072202	1800	1	1	0	90	2	Mesoranger Boots
1072201	1800	1	1	0	90	2	Red Leather Boots
1072265	1200	1	1	0	90	2	Blue Soccer Cleats
1072266	1200	1	1	0	90	2	Black Soccer Cleats
1072267	1200	1	1	0	90	2	Red Soccer Cleats
1070003	2100	1	1	0	90	2	Black Shoes of Death
1702015	4000	1	1	0	90	2	Bug Net
1092031	3700	1	1	0	90	2	Ladybug Shield
1112201	4500	1	1	0	90	2	Pink-Hearted Quote Ring
5152010	1800	1	1	0	90	2	Henesys Cosmetic Lens Coupon (REG)
5152011	1800	1	1	0	90	2	Orbis Cosmetic Lens Coupon (REG)
5152012	1800	1	1	0	90	2	Ludibrium Cosmetic Lens Coupon (REG)
1702067	2700	1	1	0	90	2	England Cheer Towel
1702071	2700	1	1	0	90	2	Japan Cheer Towel
1702068	2700	1	1	0	90	2	France Cheer Towel
1702069	2700	1	1	0	90	2	Brazil Cheer Towel
1702075	2700	1	1	0	90	2	USA Cheer Towel
1702076	2700	1	1	0	90	2	Mexico Cheer Towel
1702077	2700	1	1	0	90	2	Australia Cheer Towel
1002449	4300	1	1	0	90	2	Winged Cap
1002384	3700	1	1	0	90	2	Casual Cowboy Hat
1051100	3700	1	1	0	90	2	Western Cowgirl
1050101	3700	1	1	0	90	2	Western Cowboy
1040132	3500	1	1	0	90	2	Palm Tree Tanktop
1041131	3500	1	1	0	90	2	Pink Ribboned Janie
1060117	2400	1	1	0	90	2	Tropical Shorts
1061108	1500	1	1	0	90	2	Red Training Shorts
1061109	1500	1	1	0	90	2	Sky Blue Training Shorts
1061110	1500	1	1	0	90	2	Pink Training Shorts
1061111	1500	1	1	0	90	2	Black Training Shorts
1071009	2100	1	1	0	90	2	Red Western Walkers
1070004	2100	1	1	0	90	2	Blue Western Walkers
1112217	4500	1	1	0	90	2	Paw-Print Quote Ring
5160008	1000	1	1	0	90	2	Ray
5000006	6400	1	1	0	0	2	Husky
5150003	5700	1	1	0	90	2	Kerning City Hair Style Coupon (VIP)
5151003	4500	1	1	0	90	2	Kerning City Hair Color Coupon (VIP)
5152001	5100	1	1	0	90	2	Henesys Face Coupon (VIP)
5150001	5700	1	1	0	90	2	Skeleton Soldier
5151001	4500	1	1	0	90	2	Henesys Hair Color Coupon (VIP)
5150005	5700	1	1	0	90	2	Orbis Hair Style Coupon (VIP)
5151005	4500	1	1	0	90	2	Orbis Hair Color Coupon (VIP)
5152005	5100	1	1	0	90	2	Orbis Face Coupon (VIP)
5150007	5700	1	1	0	90	2	Ludibrium Hair Style Coupon (VIP)
5151007	4500	1	1	0	90	2	Ludibrium Hair Color Coupon (VIP)
5152007	5100	1	1	0	90	2	Ludibrium Face Coupon (VIP)
1002255	3700	1	1	0	90	2	Circus Cowboy Hat
1002396	3900	1	1	0	90	2	Hawaiian Flower
1002397	3900	1	1	0	90	2	Sunflower Petal
1032024	2700	1	1	0	90	2	Transparent Earrings
1022027	3700	1	1	0	90	2	Medical Eye Patch
1051118	4300	1	1	0	90	2	Pink Strapless Bikini
1051119	4300	1	1	0	90	2	Blue Strapless Bikini
1050117	3700	1	1	0	90	2	Tiny Blue Swimshorts
1050118	3700	1	1	0	90	2	Tiny Black Swimshorts
1040114	2100	1	1	0	90	2	Hawaiian Shirt
1041114	2100	1	1	0	90	2	Hawaiian Shirt
1060103	1800	1	1	0	90	2	Hawaiian Skirt
1061113	1800	1	1	0	90	2	Hawaiian Skirt
1002413	3100	1	1	0	90	2	Octopus Hat
1002414	3300	1	1	0	90	2	Orange Mushroom Hat
1002416	3900	1	1	0	90	2	Slime Hat
1002417	3100	1	1	0	90	2	Drake Hat
1042043	3800	1	1	0	90	2	Green Striped Rugby Tee
1042044	3800	1	1	0	90	2	Pink Striped Rugby Tee
1041129	3700	1	1	0	90	2	Yellow Frill Camisole
1041130	3700	1	1	0	90	2	Blue Frill Camisole
1061126	2400	1	1	0	90	2	Plitz Skirt
1702019	5100	1	1	0	90	2	Pillow
1102058	4300	1	1	0	90	2	Gargoyle Wings
5060000	1800	1	1	0	90	2	Item Tag
5010000	2300	1	1	0	90	2	Sunny Day
9101001	7100	1	1	0	90	2	Haste (Super)
9101197	7900	1	1	0	90	2	
9101198	7900	1	1	0	90	2	
9101199	10300	1	1	0	90	2	
9101200	12200	1	1	0	90	2	
5240002	10000	11	1	0	90	2	Dog Bone
5240003	10000	11	1	0	90	2	Bamboo
5240004	10000	11	1	0	90	2	Porgy
5240005	10000	11	1	0	90	2	Clover
5240006	10000	11	1	0	90	2	Red Meat
1002194	3100	1	1	0	90	2	Rosy Swimming Cap
1002195	3100	1	1	0	90	2	Flowery Swimming Cap
1002439	4100	1	1	0	90	2	Blue Jelly Cap
1002440	4100	1	1	0	90	2	Pink Jelly Cap
1012024	2700	1	1	0	90	2	Gentleman's Mustache
1020000	3900	1	1	0	90	2	Blackbull
1021000	3900	1	1	0	90	2	River
1042045	3900	1	1	0	90	2	Bowling Shirt
1061129	2400	1	1	0	90	2	Butterfly Skirt
5010001	2300	1	1	0	90	2	Moon & the Stars
1112218	4500	1	1	0	90	2	Teddy Bear Quote Ring
1061134	2700	1	1	0	90	2	Denim Miniskirt
1060003	2400	1	1	0	90	2	Military Shorts
1102049	4100	1	1	0	90	2	Blue Nymph Wing
1102050	4100	1	1	0	90	2	Green Nymph Wing
5010002	2700	1	1	0	90	2	Colorful Rainbow
1802010	3100	1	1	0	90	2	Mushroom Suit
1012001	2100	1	1	0	90	2	Dr. Squint
1022031	3900	1	1	0	90	2	White Toy Shades
1022032	3900	1	1	0	90	2	Yellow Toy Shades
1002070	1000	1	1	0	90	2	Green Swimming Goggle
1002071	1000	1	1	0	90	2	Blue Swimming Goggle
1022014	1500	1	1	0	90	2	Brown Aviator Shades
1022016	1500	1	1	0	90	2	Blue Aviator Shades
1050040	1000	1	1	0	90	2	Red Swimming Trunk
1051028	1000	1	1	0	90	2	White Swimming Suit
1051029	1000	1	1	0	90	2	Red Swimming Suit
5120009	10	1	1	0	90	2	Fireworks
1102051	4100	1	1	0	90	2	Yellow Nymph Wing
1102052	4100	1	1	0	90	2	Pink Nymph Wing
1002442	4300	1	1	0	90	2	Rainbow Afro Wig
1010003	2100	1	1	0	90	2	Rainbow Street : Amherst Department Store
1022035	3900	1	1	0	90	2	Orange Sports Goggle
1022036	3900	1	1	0	90	2	Green Sports Goggle
1051121	3700	1	1	0	90	2	Tropical Dress
1802016	3100	1	1	0	90	2	Husky Yellow Tights
5150010	2100	1	1	0	90	2	Henesys Hair Style Coupon (EXP)
5150011	2100	1	1	0	90	2	Kerning City Hair Style Coupon (EXP)
5150012	2100	1	1	0	90	2	Ludibrium Hair Style Coupon (EXP)
5150013	2100	1	1	0	90	2	Orbis Hair Style Coupon (EXP)
5021000	5100	1	1	0	90	2	Water Balloon
9101225	11400	1	1	0	90	2	
9101226	14100	1	1	0	90	2	
5000010	5700	1	1	0	0	2	Dino Girl
1802015	3100	1	1	0	90	2	Dino King & Queen
5010003	3500	1	1	0	90	2	Little Devil
1112214	4500	1	1	0	90	2	Pink Lady Quote Ring 2
1102059	4500	1	1	0	90	2	Michael Wings
1002258	3700	1	1	0	90	2	Blue Diamondy Bandana
1012027	3300	1	1	0	90	2	Bandage Strip
1051123	3900	1	1	0	90	2	Violet Strapless Dress
1041132	3500	1	1	0	90	2	Pink Frill Camisole
1040133	3500	1	1	0	90	2	Long Blue Shirt
1702043	4100	1	1	0	90	2	Poo Stick
1112223	4500	1	1	0	90	2	Beach Quote Ring
1112112	4000	1	1	0	90	2	Beach Label Ring
5010004	3100	1	1	0	90	2	Underwater
1002496	4100	1	1	0	90	2	Black Skull Bandana
1002311	2400	1	1	0	90	2	Traveler's Hat
1012030	2700	1	1	0	90	2	Eye Scar
1042049	3500	1	1	0	90	2	Short Denim Jacket
5041000	4500	6	1	0	90	2	VIP Teleport Rock
1002433	3100	1	1	0	90	2	Summer Hat
1002389	3500	1	1	0	90	2	Devil Hat
1022042	4700	1	1	0	90	2	Scouter
1041136	3500	1	1	0	90	2	Pink Vest Blouse
1042073	3500	1	1	0	90	2	Navy Blue Dress Shirt
1062052	2700	1	1	0	90	2	White Faded Jeans
1072257	1200	1	1	0	90	2	Puppy Slippers
1702036	4300	1	1	0	90	2	Witch's Broom
5152015	4900	1	1	0	90	2	Ludibrium Cosmetic Lens Coupon (VIP)
5152013	4900	1	1	0	90	2	Henesys Cosmetic Lens Coupon (VIP)
5152014	4900	1	1	0	90	2	Orbis Cosmetic Lens Coupon (VIP)
1002259	3100	1	1	0	90	2	Black Top Hat
1001008	3100	1	1	0	90	2	A Ladylike Hat
1041137	3100	1	1	0	90	2	Pink-Dotted Top
1062053	2400	1	1	0	90	2	Pink-Lined Shorts
1072259	1200	1	1	0	90	2	Chick Slippers
5010006	3500	1	1	0	90	2	Baby Angel
5021001	4900	1	1	0	90	2	Paper Plane
5140003	3600	1	1	0	90	2	Fall Store Permit(SE)
5000009	5700	1	1	0	0	2	Dino Boy
9101233	11400	1	1	0	90	2	
9101234	14100	1	1	0	90	2	
1002434	3100	1	1	0	90	2	Autumn Hat
1002495	4300	1	1	0	90	2	Angora Hat
1012008	2700	1	1	0	90	2	Casey
1052043	4500	1	1	0	90	2	Hip Hop Sweats
1042062	3900	1	1	0	90	2	Stitched Leather Jacket
5030000	5900	1	1	0	90	2	Mushroom House Elf
1802025	3100	1	1	0	90	2	Bunny Suit
1062042	2700	1	1	0	90	2	Jeans w/ Chain
1002450	3500	1	1	0	90	2	Conch Cap
1002451	3500	1	1	0	90	2	Starfish
1040027	2100	1	1	0	90	2	Old School Blazer
1041104	2100	1	1	0	90	2	Old School Uniform Top
1060096	1800	1	1	0	90	2	Old School Uniform Pants
1061103	1800	1	1	0	90	2	Old School Uniform (Skirt)
1102036	2800	1	1	0	90	2	Red Landcell Pack
